-13.432,-8.0195,-17.899,1,1
-13.44,-8.0411,-17.902,1,1
-13.458,-8.0026,-17.898,1,1
-13.435,-7.9853,-17.902,1,1
-13.461,-8.034,-17.903,1,1
-13.442,-8.0357,-17.89,1,1
-13.441,-8.0357,-17.893,1,1
-13.452,-8.0332,-17.899,1,1
-13.435,-8.0003,-17.891,1,1
-13.454,-8.0077,-17.891,1,1
-13.44,-8.0148,-17.897,1,1
-13.46,-8.0404,-17.893,1,1
-13.435,-7.9508,-17.916,1,1
-13.49,-7.8094,-17.941,1,1
-13.473,-7.4827,-17.977,1,1
-14.032,-6.7359,-17.994,1,1
-15.269,-5.1356,-17.587,1,1
-15.256,-0.87924,-15.109,1,1
-12.168,6.0961,-11.892,1,1
-5.0536,13.916,-9.8817,1,1
6.283,21.622,-9.5295,1,1
19.99,28.852,-9.8,1,1
34.413,34.688,-10.563,1,1
48.268,39.292,-11.493,1,1
58.95,42.362,-12.749,1,1
66.436,44.811,-14.337,1,1
70.421,46.148,-16.93,1,1
71.484,47.852,-18.119,1,1
72.109,49.456,-18.176,1,1
72.573,49.515,-18.192,1,1
73.444,48.512,-18.16,1,1
74.446,47.31,-18.176,1,1
75.073,46.411,-18.153,1,1
-6.1704,-11.221,-17.793,1,2
-6.1692,-11.24,-17.787,1,2
-6.1887,-11.178,-17.782,1,2
-6.2063,-11.206,-17.764,1,2
-6.1695,-11.179,-17.769,1,2
-6.1887,-11.201,-17.744,1,2
-6.2193,-11.188,-17.759,1,2
-6.1987,-11.185,-17.753,1,2
-6.2074,-11.212,-17.747,1,2
-6.2609,-11.264,-17.76,1,2
-6.4344,-11.517,-17.781,1,2
-6.6122,-11.818,-17.794,1,2
-6.7828,-12.111,-17.806,1,2
-6.8759,-12.14,-17.787,1,2
-6.8921,-11.885,-17.896,1,2
-7.0418,-10.885,-17.995,1,2
-7.2113,-8.5988,-17.937,1,2
-6.147,-5.1184,-17.323,1,2
-2.2262,3.6881,-13.373,1,2
6.6878,15.336,-8.6813,1,2
20.905,25.375,-6.9129,1,2
36.689,33.354,-7.1219,1,2
49.47,39.924,-7.5659,1,2
